"Journal" "Ais" "Ford" "Quantile" "Quantile 2017"
"ETHOLOGY ECOLOGY & EVOLUTION" 0.444 "BIOLOGICAL_SCIENCES" 0.614 0.559
"ANIMAL REPRODUCTION SCIENCE" 0.443 "BIOLOGICAL_SCIENCES" 0.614 0.621
"ANIMAL WELFARE" 0.443 "BIOLOGICAL_SCIENCES" 0.615 0.532
"PALYNOLOGY" 0.443 "BIOLOGICAL_SCIENCES" 0.615 0.686
"MOLECULAR CYTOGENETICS" 0.442 "BIOLOGICAL_SCIENCES" 0.616 0.565
"STATISTICAL APPLICATIONS IN GENETICS AND MOLECULAR BIOLOGY" 0.442 "BIOLOGICAL_SCIENCES" 0.616 0.471
"PROBIOTICS AND ANTIMICROBIAL PROTEINS" 0.44 "BIOLOGICAL_SCIENCES" 0.617 0.651
"PLANT MOLECULAR BIOLOGY REPORTER" 0.439 "BIOLOGICAL_SCIENCES" 0.618 0.6
"PLANT SYSTEMATICS AND EVOLUTION" 0.437 "BIOLOGICAL_SCIENCES" 0.618 0.644
"EUROPEAN JOURNAL OF WILDLIFE RESEARCH" 0.437 "BIOLOGICAL_SCIENCES" 0.619 0.592
"JOURNAL OF FISH DISEASES" 0.436 "BIOLOGICAL_SCIENCES" 0.619 0.624
"JOURNAL OF VECTOR ECOLOGY" 0.436 "BIOLOGICAL_SCIENCES" 0.62 0.612
"INTERVIROLOGY" 0.434 "BIOLOGICAL_SCIENCES" 0.62 0.597
"AUSTRALIAN SYSTEMATIC BOTANY" 0.433 "BIOLOGICAL_SCIENCES" 0.621 0.623
"INTERNATIONAL MICROBIOLOGY" 0.432 "BIOLOGICAL_SCIENCES" 0.621 0.627
"HISTOLOGY AND HISTOPATHOLOGY" 0.431 "BIOLOGICAL_SCIENCES" 0.622 0.598
"NEOTROPICAL ICHTHYOLOGY" 0.431 "BIOLOGICAL_SCIENCES" 0.623 0.646
"ORIGINS OF LIFE AND EVOLUTION OF BIOSPHERES" 0.43 "BIOLOGICAL_SCIENCES" 0.623 0.538
"JOURNAL OF THE AMERICAN ASSOCIATION FOR LABORATORY ANIMAL SCIENCE" 0.43 "BIOLOGICAL_SCIENCES" 0.624 0.664
"PROTEOME SCIENCE" 0.428 "BIOLOGICAL_SCIENCES" 0.624 0.537
"JOURNAL OF BIOLOGICAL RESEARCH-THESSALONIKI" 0.427 "BIOLOGICAL_SCIENCES" 0.625 0.801
"CELL JOURNAL" 0.427 "BIOLOGICAL_SCIENCES" 0.625 0.634
"PLANT SPECIES BIOLOGY" 0.426 "BIOLOGICAL_SCIENCES" 0.626 0.628
"BIOLOGICAL TRACE ELEMENT RESEARCH" 0.424 "BIOLOGICAL_SCIENCES" 0.627 0.618
"HUMAN CELL" 0.423 "BIOLOGICAL_SCIENCES" 0.627 0.607
"HUMAN FERTILITY" 0.423 "BIOLOGICAL_SCIENCES" 0.628 0.7
"BOTANICAL STUDIES" 0.422 "BIOLOGICAL_SCIENCES" 0.628 0.723
"JOURNAL OF PLANT BIOLOGY" 0.422 "BIOLOGICAL_SCIENCES" 0.629 0.598
"JOURNAL OF HELMINTHOLOGY" 0.421 "BIOLOGICAL_SCIENCES" 0.629 0.661
"JOURNAL OF MICROBIOLOGY AND BIOTECHNOLOGY" 0.42 "BIOLOGICAL_SCIENCES" 0.63 0.639
"JOURNAL OF ZHEJIANG UNIVERSITY-SCIENCE B" 0.42 "BIOLOGICAL_SCIENCES" 0.631 0.644
"EUROPEAN JOURNAL OF PLANT PATHOLOGY" 0.419 "BIOLOGICAL_SCIENCES" 0.631 0.611
"JOURNAL OF REPRODUCTION AND DEVELOPMENT" 0.419 "BIOLOGICAL_SCIENCES" 0.632 0.596
"JOURNAL OF ETHOLOGY" 0.417 "BIOLOGICAL_SCIENCES" 0.632 0.591
"COPEIA" 0.416 "BIOLOGICAL_SCIENCES" 0.633 0.657
"FISH PHYSIOLOGY AND BIOCHEMISTRY" 0.415 "BIOLOGICAL_SCIENCES" 0.633 0.575
"THEORETICAL BIOLOGY AND MEDICAL MODELLING" 0.415 "BIOLOGICAL_SCIENCES" 0.634 0.602
"INTERNATIONAL JOURNAL OF ASTROBIOLOGY" 0.415 "BIOLOGICAL_SCIENCES" 0.634 0.591
"JOURNAL OF ETHNOBIOLOGY" 0.415 "BIOLOGICAL_SCIENCES" 0.635 0.785
"MATHEMATICAL BIOSCIENCES AND ENGINEERING" 0.414 "BIOLOGICAL_SCIENCES" 0.636 0.593
"MARINE BIOLOGY RESEARCH" 0.414 "BIOLOGICAL_SCIENCES" 0.636 0.684
"INVERTEBRATE BIOLOGY" 0.413 "BIOLOGICAL_SCIENCES" 0.637 0.672
"CRYPTOGAMIE ALGOLOGIE" 0.413 "BIOLOGICAL_SCIENCES" 0.637 0.601
"POLAR SCIENCE" 0.413 "BIOLOGICAL_SCIENCES" 0.638 0.655
"BRYOLOGIST" 0.412 "BIOLOGICAL_SCIENCES" 0.638 0.645
"JOURNAL OF MOLECULAR RECOGNITION" 0.412 "BIOLOGICAL_SCIENCES" 0.639 0.571
"BIOCHEMISTRY-MOSCOW" 0.412 "BIOLOGICAL_SCIENCES" 0.64 0.639
"STANDARDS IN GENOMIC SCIENCES" 0.412 "BIOLOGICAL_SCIENCES" 0.64 0.564
"MYCOPATHOLOGIA" 0.411 "BIOLOGICAL_SCIENCES" 0.641 0.654
"JOURNAL OF STORED PRODUCTS RESEARCH" 0.411 "BIOLOGICAL_SCIENCES" 0.641 0.592
"CARBOHYDRATE RESEARCH" 0.411 "BIOLOGICAL_SCIENCES" 0.642 0.61
"HIGH ALTITUDE MEDICINE & BIOLOGY" 0.409 "BIOLOGICAL_SCIENCES" 0.642 0.471
"BIOTECHNOLOGY & GENETIC ENGINEERING REVIEWS" 0.408 "BIOLOGICAL_SCIENCES" 0.643 0.516
"AUSTRAL ENTOMOLOGY" 0.407 "BIOLOGICAL_SCIENCES" 0.644 0.631
"BIOINORGANIC CHEMISTRY AND APPLICATIONS" 0.406 "BIOLOGICAL_SCIENCES" 0.644 0.605
"JOURNAL OF MOLLUSCAN STUDIES" 0.406 "BIOLOGICAL_SCIENCES" 0.645 0.632
"BIORHEOLOGY" 0.406 "BIOLOGICAL_SCIENCES" 0.645 0.697
"SLAS TECHNOLOGY" 0.405 "BIOLOGICAL_SCIENCES" 0.646 0.996
"BRAZILIAN JOURNAL OF MEDICAL AND BIOLOGICAL RESEARCH" 0.405 "BIOLOGICAL_SCIENCES" 0.646 0.67
"EUPHYTICA" 0.405 "BIOLOGICAL_SCIENCES" 0.647 0.637
"PLANT BREEDING" 0.404 "BIOLOGICAL_SCIENCES" 0.647 0.619
"CELL BIOLOGY INTERNATIONAL" 0.403 "BIOLOGICAL_SCIENCES" 0.648 0.626
"JOURNAL OF BIOCHEMICAL AND MOLECULAR TOXICOLOGY" 0.402 "BIOLOGICAL_SCIENCES" 0.649 0.622
"JOURNAL OF MOLECULAR HISTOLOGY" 0.402 "BIOLOGICAL_SCIENCES" 0.649 0.63
"CURRENT MICROBIOLOGY" 0.402 "BIOLOGICAL_SCIENCES" 0.65 0.675
"PHYSIOLOGY AND MOLECULAR BIOLOGY OF PLANTS" 0.402 "BIOLOGICAL_SCIENCES" 0.65 0.992
"VIRAL IMMUNOLOGY" 0.402 "BIOLOGICAL_SCIENCES" 0.651 0.615
"SALAMANDRA" 0.401 "BIOLOGICAL_SCIENCES" 0.651 0.557
"WILDLIFE SOCIETY BULLETIN" 0.401 "BIOLOGICAL_SCIENCES" 0.652 0.636
"PLANT BIOTECHNOLOGY REPORTS" 0.401 "BIOLOGICAL_SCIENCES" 0.653 0.672
"AMPHIBIA-REPTILIA" 0.401 "BIOLOGICAL_SCIENCES" 0.653 0.615
"NEW GENETICS AND SOCIETY" 0.4 "BIOLOGICAL_SCIENCES" 0.654 0.563
"URSUS" 0.4 "BIOLOGICAL_SCIENCES" 0.654 0.554
"ZOOMORPHOLOGY" 0.4 "BIOLOGICAL_SCIENCES" 0.655 0.652
"ENTOMOLOGICAL SCIENCE" 0.4 "BIOLOGICAL_SCIENCES" 0.655 0.697
"CANADIAN JOURNAL OF MICROBIOLOGY" 0.399 "BIOLOGICAL_SCIENCES" 0.656 0.713
"EUROPEAN JOURNAL OF TAXONOMY" 0.399 "BIOLOGICAL_SCIENCES" 0.656 0.978
"SOUTH AMERICAN JOURNAL OF HERPETOLOGY" 0.399 "BIOLOGICAL_SCIENCES" 0.657 0.997
"MAMMAL RESEARCH" 0.398 "BIOLOGICAL_SCIENCES" 0.658 0.633
"JOURNAL OF LIPOSOME RESEARCH" 0.395 "BIOLOGICAL_SCIENCES" 0.658 0.599
"REPRODUCTION IN DOMESTIC ANIMALS" 0.395 "BIOLOGICAL_SCIENCES" 0.659 0.662
"THEORETICAL AND EXPERIMENTAL PLANT PHYSIOLOGY" 0.394 "BIOLOGICAL_SCIENCES" 0.659 0.756
"FLORA" 0.394 "BIOLOGICAL_SCIENCES" 0.66 0.634
"PHARMACEUTICAL BIOLOGY" 0.393 "BIOLOGICAL_SCIENCES" 0.66 0.717
"MICROBIOLOGY AND IMMUNOLOGY" 0.392 "BIOLOGICAL_SCIENCES" 0.661 0.608
"SOUTHERN AFRICAN JOURNAL OF HIV MEDICINE" 0.392 "BIOLOGICAL_SCIENCES" 0.662 0.683
"TROPICAL CONSERVATION SCIENCE" 0.392 "BIOLOGICAL_SCIENCES" 0.662 0.62
"JOURNAL OF TROPICAL ECOLOGY" 0.391 "BIOLOGICAL_SCIENCES" 0.663 0.61
"COMPUTATIONAL INTELLIGENCE AND NEUROSCIENCE" 0.39 "BIOLOGICAL_SCIENCES" 0.663 0.644
"VIRUS GENES" 0.39 "BIOLOGICAL_SCIENCES" 0.664 0.625
"JOURNAL OF THE MARINE BIOLOGICAL ASSOCIATION OF THE UNITED KINGDOM" 0.389 "BIOLOGICAL_SCIENCES" 0.664 0.695
"NEW ZEALAND JOURNAL OF ECOLOGY" 0.389 "BIOLOGICAL_SCIENCES" 0.665 0.664
"APPLIED BIOCHEMISTRY AND BIOTECHNOLOGY" 0.388 "BIOLOGICAL_SCIENCES" 0.666 0.667
"BIOSCIENCE TRENDS" 0.388 "BIOLOGICAL_SCIENCES" 0.666 0.697
"ACTA PHYSIOLOGIAE PLANTARUM" 0.388 "BIOLOGICAL_SCIENCES" 0.667 0.671
"MOLECULAR BIOLOGY REPORTS" 0.387 "BIOLOGICAL_SCIENCES" 0.667 0.653
"JOURNAL OF SOIL SCIENCE AND PLANT NUTRITION" 0.386 "BIOLOGICAL_SCIENCES" 0.668 0.675
"SYSTEMS BIOLOGY IN REPRODUCTIVE MEDICINE" 0.386 "BIOLOGICAL_SCIENCES" 0.668 0.691
"JOURNAL OF WATER AND HEALTH" 0.386 "BIOLOGICAL_SCIENCES" 0.669 0.686
"CELLS TISSUES ORGANS" 0.385 "BIOLOGICAL_SCIENCES" 0.669 0.555
"SCIENTIA MARINA" 0.384 "BIOLOGICAL_SCIENCES" 0.67 0.703
"INTERNATIONAL JOURNAL OF SYSTEMATIC AND EVOLUTIONARY MICROBIOLOGY" 0.383 "BIOLOGICAL_SCIENCES" 0.671 0.654
"PHYTOPATHOLOGIA MEDITERRANEA" 0.383 "BIOLOGICAL_SCIENCES" 0.671 0.638
"ACTA ORNITHOLOGICA" 0.383 "BIOLOGICAL_SCIENCES" 0.672 0.626
"PHYSIOLOGICAL AND MOLECULAR PLANT PATHOLOGY" 0.382 "BIOLOGICAL_SCIENCES" 0.672 0.637
"ANNALES ZOOLOGICI FENNICI" 0.382 "BIOLOGICAL_SCIENCES" 0.673 0.735
"PHYTOKEYS" 0.381 "BIOLOGICAL_SCIENCES" 0.673 0.677
"THEORY IN BIOSCIENCES" 0.381 "BIOLOGICAL_SCIENCES" 0.674 0.347
"PLANT CELL TISSUE AND ORGAN CULTURE" 0.38 "BIOLOGICAL_SCIENCES" 0.675 0.687
"JOURNAL OF BASIC MICROBIOLOGY" 0.38 "BIOLOGICAL_SCIENCES" 0.675 0.661
"PLANT PATHOLOGY JOURNAL" 0.38 "BIOLOGICAL_SCIENCES" 0.676 0.705
"ACTA CHIROPTEROLOGICA" 0.379 "BIOLOGICAL_SCIENCES" 0.676 0.679
"ACTA ETHOLOGICA" 0.379 "BIOLOGICAL_SCIENCES" 0.677 0.548
"CELL AND TISSUE BANKING" 0.377 "BIOLOGICAL_SCIENCES" 0.677 0.717
"CELLULAR REPROGRAMMING" 0.377 "BIOLOGICAL_SCIENCES" 0.678 0.648
"APPLICATIONS IN PLANT SCIENCES" 0.377 "BIOLOGICAL_SCIENCES" 0.679 0.685
"ARCHIVES OF INSECT BIOCHEMISTRY AND PHYSIOLOGY" 0.377 "BIOLOGICAL_SCIENCES" 0.679 0.692
"COMPTES RENDUS BIOLOGIES" 0.375 "BIOLOGICAL_SCIENCES" 0.68 0.662
"JOURNAL OF RECEPTORS AND SIGNAL TRANSDUCTION" 0.374 "BIOLOGICAL_SCIENCES" 0.68 0.707
"EMU-AUSTRAL ORNITHOLOGY" 0.374 "BIOLOGICAL_SCIENCES" 0.681 NA
"CYTOTECHNOLOGY" 0.373 "BIOLOGICAL_SCIENCES" 0.681 0.705
"NEW ZEALAND JOURNAL OF MARINE AND FRESHWATER RESEARCH" 0.373 "BIOLOGICAL_SCIENCES" 0.682 0.727
"BULLETIN OF INSECTOLOGY" 0.373 "BIOLOGICAL_SCIENCES" 0.682 0.648
"BIOSYSTEMS" 0.372 "BIOLOGICAL_SCIENCES" 0.683 0.621
"COMPUTATIONAL AND MATHEMATICAL METHODS IN MEDICINE" 0.371 "BIOLOGICAL_SCIENCES" 0.684 0.616
"PALAEOBIODIVERSITY AND PALAEOENVIRONMENTS" 0.371 "BIOLOGICAL_SCIENCES" 0.684 0.99
"LIMNOLOGY" 0.369 "BIOLOGICAL_SCIENCES" 0.685 0.701
"CRITICAL REVIEWS IN EUKARYOTIC GENE EXPRESSION" 0.368 "BIOLOGICAL_SCIENCES" 0.685 0.604
"JOURNAL OF VETERINARY BEHAVIOR-CLINICAL APPLICATIONS AND RESEARCH" 0.367 "BIOLOGICAL_SCIENCES" 0.686 NA
"LICHENOLOGIST" 0.366 "BIOLOGICAL_SCIENCES" 0.686 0.624
"BMC BIOCHEMISTRY" 0.366 "BIOLOGICAL_SCIENCES" 0.687 0.609
"JOURNAL OF CRUSTACEAN BIOLOGY" 0.365 "BIOLOGICAL_SCIENCES" 0.688 0.707
"PACHYDERM" 0.365 "BIOLOGICAL_SCIENCES" 0.688 0.819
"WEED TECHNOLOGY" 0.364 "BIOLOGICAL_SCIENCES" 0.689 0.722
"PRIMATES" 0.364 "BIOLOGICAL_SCIENCES" 0.689 0.68
"BIOLOGIA PLANTARUM" 0.363 "BIOLOGICAL_SCIENCES" 0.69 0.71
"ARDEOLA-INTERNATIONAL JOURNAL OF ORNITHOLOGY" 0.362 "BIOLOGICAL_SCIENCES" 0.69 0.719
"JOURNAL OF HERPETOLOGY" 0.361 "BIOLOGICAL_SCIENCES" 0.691 0.715
"STATISTICS AND ITS INTERFACE" 0.36 "BIOLOGICAL_SCIENCES" 0.692 0.671
"JOURNAL OF INSECT SCIENCE" 0.359 "BIOLOGICAL_SCIENCES" 0.692 0.681
"DIATOM RESEARCH" 0.359 "BIOLOGICAL_SCIENCES" 0.693 0.726
"CRYPTOGAMIE BRYOLOGIE" 0.359 "BIOLOGICAL_SCIENCES" 0.693 0.685
"ICHTHYOLOGICAL EXPLORATION OF FRESHWATERS" 0.359 "BIOLOGICAL_SCIENCES" 0.694 0.617
"JOURNAL OF MOLECULAR GRAPHICS & MODELLING" 0.358 "BIOLOGICAL_SCIENCES" 0.694 0.636
"FOLIA MICROBIOLOGICA" 0.357 "BIOLOGICAL_SCIENCES" 0.695 0.713
"ACTA HISTOCHEMICA" 0.356 "BIOLOGICAL_SCIENCES" 0.695 0.667
"ECONOMIC BOTANY" 0.355 "BIOLOGICAL_SCIENCES" 0.696 0.64
"BULLETIN OF THE PEABODY MUSEUM OF NATURAL HISTORY" 0.355 "BIOLOGICAL_SCIENCES" 0.697 0.314
"ZOOSYSTEMA" 0.355 "BIOLOGICAL_SCIENCES" 0.697 0.779
"PACIFIC SCIENCE" 0.354 "BIOLOGICAL_SCIENCES" 0.698 0.762
"SOIL SCIENCE AND PLANT NUTRITION" 0.351 "BIOLOGICAL_SCIENCES" 0.698 0.718
"PROTEIN EXPRESSION AND PURIFICATION" 0.351 "BIOLOGICAL_SCIENCES" 0.699 0.669
"RAFFLES BULLETIN OF ZOOLOGY" 0.35 "BIOLOGICAL_SCIENCES" 0.699 0.672
"EXPERIMENTAL ANIMALS" 0.35 "BIOLOGICAL_SCIENCES" 0.7 0.692
"AMERICAN FERN JOURNAL" 0.349 "BIOLOGICAL_SCIENCES" 0.701 0.823
"PLANT ECOLOGY AND EVOLUTION" 0.348 "BIOLOGICAL_SCIENCES" 0.701 0.703
"CURRENT PHARMACEUTICAL BIOTECHNOLOGY" 0.347 "BIOLOGICAL_SCIENCES" 0.702 0.599
"LAZAROA" 0.346 "BIOLOGICAL_SCIENCES" 0.702 0.985
"RANGELAND JOURNAL" 0.345 "BIOLOGICAL_SCIENCES" 0.703 0.76
"CELL BIOCHEMISTRY AND BIOPHYSICS" 0.344 "BIOLOGICAL_SCIENCES" 0.703 0.657
"AVIAN RESEARCH" 0.344 "BIOLOGICAL_SCIENCES" 0.704 0.657
"FOLIA PRIMATOLOGICA" 0.343 "BIOLOGICAL_SCIENCES" 0.705 0.678
"ICHTHYOLOGICAL RESEARCH" 0.342 "BIOLOGICAL_SCIENCES" 0.705 0.79
"PHYCOLOGICAL RESEARCH" 0.341 "BIOLOGICAL_SCIENCES" 0.706 0.642
"AQUATIC LIVING RESOURCES" 0.341 "BIOLOGICAL_SCIENCES" 0.706 0.701
"HEREDITAS" 0.34 "BIOLOGICAL_SCIENCES" 0.707 0.649
"SYSTEMATIC AND APPLIED ACAROLOGY" 0.339 "BIOLOGICAL_SCIENCES" 0.707 0.57
"ZOOKEYS" 0.338 "BIOLOGICAL_SCIENCES" 0.708 0.693
"JOURNAL OF EXPERIMENTAL ZOOLOGY PART A-ECOLOGICAL AND INTEGRATIVE PHYSIOLOGY" 0.338 "BIOLOGICAL_SCIENCES" 0.708 0.603
"ACTA PROTOZOOLOGICA" 0.338 "BIOLOGICAL_SCIENCES" 0.709 0.712
"MYCOSPHERE" 0.337 "BIOLOGICAL_SCIENCES" 0.71 0.73
"ELECTROMAGNETIC BIOLOGY AND MEDICINE" 0.337 "BIOLOGICAL_SCIENCES" 0.71 0.757
"OPHTHALMIC GENETICS" 0.337 "BIOLOGICAL_SCIENCES" 0.711 0.576
"IN VITRO CELLULAR & DEVELOPMENTAL BIOLOGY-ANIMAL" 0.336 "BIOLOGICAL_SCIENCES" 0.711 0.736
"CANADIAN ENTOMOLOGIST" 0.336 "BIOLOGICAL_SCIENCES" 0.712 0.781
"SAR AND QSAR IN ENVIRONMENTAL RESEARCH" 0.335 "BIOLOGICAL_SCIENCES" 0.712 0.742
"ZOO BIOLOGY" 0.334 "BIOLOGICAL_SCIENCES" 0.713 0.732
"ARDEA" 0.334 "BIOLOGICAL_SCIENCES" 0.714 0.74
"ACTA ZOOLOGICA" 0.333 "BIOLOGICAL_SCIENCES" 0.714 0.699
"EUROPEAN JOURNAL OF ENTOMOLOGY" 0.333 "BIOLOGICAL_SCIENCES" 0.715 0.687
"ANALYTICAL CELLULAR PATHOLOGY" 0.332 "BIOLOGICAL_SCIENCES" 0.715 0.793
"ENFERMEDADES INFECCIOSAS Y MICROBIOLOGIA CLINICA" 0.332 "BIOLOGICAL_SCIENCES" 0.716 0.67
"ACTA BIOCHIMICA POLONICA" 0.332 "BIOLOGICAL_SCIENCES" 0.716 0.689
"REVISTA IBEROAMERICANA DE MICOLOGIA" 0.332 "BIOLOGICAL_SCIENCES" 0.717 0.799
"COMPUTATIONAL BIOLOGY AND CHEMISTRY" 0.332 "BIOLOGICAL_SCIENCES" 0.718 0.7
"ORNIS FENNICA" 0.33 "BIOLOGICAL_SCIENCES" 0.718 0.694
"AFRICAN JOURNAL OF RANGE & FORAGE SCIENCE" 0.329 "BIOLOGICAL_SCIENCES" 0.719 0.753
"INTERNATIONAL JOURNAL OF ACAROLOGY" 0.327 "BIOLOGICAL_SCIENCES" 0.719 0.837
"ENTOMOLOGIA GENERALIS" 0.326 "BIOLOGICAL_SCIENCES" 0.72 0.801
"AUSTRALASIAN PLANT PATHOLOGY" 0.324 "BIOLOGICAL_SCIENCES" 0.72 0.72
"JOURNAL OF LABELLED COMPOUNDS & RADIOPHARMACEUTICALS" 0.323 "BIOLOGICAL_SCIENCES" 0.721 0.659
"FLORIDA ENTOMOLOGIST" 0.323 "BIOLOGICAL_SCIENCES" 0.721 0.71
"HERPETOLOGICAL JOURNAL" 0.323 "BIOLOGICAL_SCIENCES" 0.722 0.656
"REGIONAL STUDIES IN MARINE SCIENCE" 0.322 "BIOLOGICAL_SCIENCES" 0.723 0.993
"AFRICAN JOURNAL OF MARINE SCIENCE" 0.322 "BIOLOGICAL_SCIENCES" 0.723 0.75
"ZOOSYSTEMATICS AND EVOLUTION" 0.321 "BIOLOGICAL_SCIENCES" 0.724 0.737
"JOURNAL OF HYMENOPTERA RESEARCH" 0.321 "BIOLOGICAL_SCIENCES" 0.724 0.753
"JOURNAL OF GENERAL AND APPLIED MICROBIOLOGY" 0.32 "BIOLOGICAL_SCIENCES" 0.725 0.762
"GRANA" 0.32 "BIOLOGICAL_SCIENCES" 0.725 0.824
"INTERNATIONAL JOURNAL OF SUSTAINABLE DEVELOPMENT AND WORLD ECOLOGY" 0.319 "BIOLOGICAL_SCIENCES" 0.726 0.708
"PHYTOCHEMISTRY LETTERS" 0.319 "BIOLOGICAL_SCIENCES" 0.727 0.694
"TISSUE & CELL" 0.318 "BIOLOGICAL_SCIENCES" 0.727 0.712
"COMMUNITY ECOLOGY" 0.318 "BIOLOGICAL_SCIENCES" 0.728 0.635
"BIOTECHNOLOGY AND APPLIED BIOCHEMISTRY" 0.317 "BIOLOGICAL_SCIENCES" 0.728 0.767
"SOUTH AFRICAN JOURNAL OF BOTANY" 0.317 "BIOLOGICAL_SCIENCES" 0.729 0.668
"JOURNAL OF RAPTOR RESEARCH" 0.316 "BIOLOGICAL_SCIENCES" 0.729 0.833
"CHEMISTRY & BIODIVERSITY" 0.315 "BIOLOGICAL_SCIENCES" 0.73 0.677
"JOURNAL OF COASTAL CONSERVATION" 0.314 "BIOLOGICAL_SCIENCES" 0.731 0.746
"KOEDOE" 0.314 "BIOLOGICAL_SCIENCES" 0.731 0.798
"NEOTROPICAL ENTOMOLOGY" 0.313 "BIOLOGICAL_SCIENCES" 0.732 0.756
"JOURNAL OF SHELLFISH RESEARCH" 0.313 "BIOLOGICAL_SCIENCES" 0.732 0.766
"JOURNAL OF PESTICIDE SCIENCE" 0.312 "BIOLOGICAL_SCIENCES" 0.733 0.822
"VERTEBRATE ZOOLOGY" 0.312 "BIOLOGICAL_SCIENCES" 0.733 0.794
"BIRD STUDY" 0.311 "BIOLOGICAL_SCIENCES" 0.734 0.682
"GENES & GENETIC SYSTEMS" 0.311 "BIOLOGICAL_SCIENCES" 0.734 0.645
"REVISTA CHILENA DE HISTORIA NATURAL" 0.311 "BIOLOGICAL_SCIENCES" 0.735 0.689
"ZOOLOGICAL STUDIES" 0.311 "BIOLOGICAL_SCIENCES" 0.736 0.726
"BIOSCIENCE BIOTECHNOLOGY AND BIOCHEMISTRY" 0.309 "BIOLOGICAL_SCIENCES" 0.736 0.732
"PHYTOPARASITICA" 0.309 "BIOLOGICAL_SCIENCES" 0.737 0.758
"ANNALS OF MICROBIOLOGY" 0.308 "BIOLOGICAL_SCIENCES" 0.737 0.745
"JOURNAL OF NATURAL HISTORY" 0.307 "BIOLOGICAL_SCIENCES" 0.738 0.735
"COMPARATIVE MEDICINE" 0.306 "BIOLOGICAL_SCIENCES" 0.738 0.79
"ZYGOTE" 0.305 "BIOLOGICAL_SCIENCES" 0.739 0.784
"FOLIA HISTOCHEMICA ET CYTOBIOLOGICA" 0.305 "BIOLOGICAL_SCIENCES" 0.74 0.744
"JOURNAL OF ARACHNOLOGY" 0.304 "BIOLOGICAL_SCIENCES" 0.74 0.734
"NATURAL AREAS JOURNAL" 0.303 "BIOLOGICAL_SCIENCES" 0.741 0.799
"JOURNAL OF INSECT BEHAVIOR" 0.303 "BIOLOGICAL_SCIENCES" 0.741 0.74
"HERPETOLOGICAL CONSERVATION AND BIOLOGY" 0.303 "BIOLOGICAL_SCIENCES" 0.742 0.765
"GENETIC RESOURCES AND CROP EVOLUTION" 0.302 "BIOLOGICAL_SCIENCES" 0.742 0.716
"ZOOLOGICAL SCIENCE" 0.302 "BIOLOGICAL_SCIENCES" 0.743 0.721
"AMERICAN MALACOLOGICAL BULLETIN" 0.301 "BIOLOGICAL_SCIENCES" 0.744 0.814
"CHEMICAL SPECIATION AND BIOAVAILABILITY" 0.3 "BIOLOGICAL_SCIENCES" 0.744 0.804
"APPLIED ENTOMOLOGY AND ZOOLOGY" 0.3 "BIOLOGICAL_SCIENCES" 0.745 0.768
"KNOWLEDGE AND MANAGEMENT OF AQUATIC ECOSYSTEMS" 0.299 "BIOLOGICAL_SCIENCES" 0.745 0.609
"BOTANICA MARINA" 0.299 "BIOLOGICAL_SCIENCES" 0.746 0.749
"CANADIAN JOURNAL OF PLANT PATHOLOGY" 0.299 "BIOLOGICAL_SCIENCES" 0.746 0.721
"CLEAN-SOIL AIR WATER" 0.297 "BIOLOGICAL_SCIENCES" 0.747 0.75
"MYCOSCIENCE" 0.297 "BIOLOGICAL_SCIENCES" 0.747 0.669
"WILLDENOWIA" 0.297 "BIOLOGICAL_SCIENCES" 0.748 0.771
"ITALIAN JOURNAL OF ZOOLOGY" 0.297 "BIOLOGICAL_SCIENCES" 0.749 0.826
"BIRTH DEFECTS RESEARCH PART B-DEVELOPMENTAL AND REPRODUCTIVE TOXICOLOGY" 0.296 "BIOLOGICAL_SCIENCES" 0.749 0.746
"ACAROLOGIA" 0.296 "BIOLOGICAL_SCIENCES" 0.75 0.793
"MYCOBIOLOGY" 0.296 "BIOLOGICAL_SCIENCES" 0.75 0.987
"JOURNAL OF BIOINFORMATICS AND COMPUTATIONAL BIOLOGY" 0.296 "BIOLOGICAL_SCIENCES" 0.751 0.758
"JOURNAL DE MYCOLOGIE MEDICALE" 0.295 "BIOLOGICAL_SCIENCES" 0.751 0.733
"JOURNAL OF FISH AND WILDLIFE MANAGEMENT" 0.295 "BIOLOGICAL_SCIENCES" 0.752 0.764
"AFRICAN ZOOLOGY" 0.295 "BIOLOGICAL_SCIENCES" 0.753 0.785
"COMPARATIVE CYTOGENETICS" 0.295 "BIOLOGICAL_SCIENCES" 0.753 0.761
"JOURNAL OF MOLECULAR MODELING" 0.294 "BIOLOGICAL_SCIENCES" 0.754 0.722
"REVISTA BRASILEIRA DE ENTOMOLOGIA" 0.294 "BIOLOGICAL_SCIENCES" 0.754 0.722
"POLAR RECORD" 0.294 "BIOLOGICAL_SCIENCES" 0.755 0.848
"FUNDAMENTAL AND APPLIED LIMNOLOGY" 0.294 "BIOLOGICAL_SCIENCES" 0.755 0.689
"JOURNAL OF THE AMERICAN MOSQUITO CONTROL ASSOCIATION" 0.293 "BIOLOGICAL_SCIENCES" 0.756 0.813
"PLANT PROTECTION SCIENCE" 0.291 "BIOLOGICAL_SCIENCES" 0.756 0.814
"ACTA CRYSTALLOGRAPHICA SECTION F-STRUCTURAL BIOLOGY COMMUNICATIONS" 0.291 "BIOLOGICAL_SCIENCES" 0.757 0.749
"AUSTRALIAN JOURNAL OF ZOOLOGY" 0.291 "BIOLOGICAL_SCIENCES" 0.758 0.754
